UniProt	Protein	Gene	Description	Infected_8h_1	Infected_8h_2	Infected_8h_3	Infected_8h_4	Infected_8h_5	Mock_8h_1	Mock_8h_2	Mock_8h_3	Mock_8h_4	Mock_8h_5	Infected_16h_1	Infected_16h_2	Infected_16h_3	Infected_16h_4	Infected_16h_5	Mock_16h_1	Mock_16h_2	Mock_16h_3	Mock_16h_4	Mock_16h_5	Infected_24h_1	Infected_24h_2	Infected_24h_3	Infected_24h_4	Infected_24h_5	Mock_24h_1	Mock_24h_2	Mock_24h_3	Mock_24h_4	Mock_24h_5
Q9NWU2	GID8_HUMAN	GID8	Glucose-induced degradation protein 8 homolog	12423196.0	22590840.0	17646536.0	0.0	0.0	0.0	0.0	18164762.0	0.0	0.0	0.0	0.0	0.0	0.0	21681462.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NWV4	CZIB_HUMAN	CZIB	CXXC motif containing zinc binding protein	98916832.0	59357260.0	68331440.0	78063896.0	76723472.0	72889464.0	90874544.0	54951756.0	80398648.0	71295320.0	93891008.0	63080264.0	56568372.0	96064480.0	70392960.0	86319128.0	61725672.0	64931524.0	71155936.0	94001544.0	89958720.0	68907808.0	82560656.0	82712840.0	88637832.0	83274656.0	92510840.0	69446248.0	66435608.0	94372496.0
Q9NWV8	BABA1_HUMAN	BABAM1	BRISC and BRCA1-A complex member 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NWX6	THG1_HUMAN	THG1L	Probable tRNA(His) guanylyltransferase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NWY4	HPF1_HUMAN	HPF1	Histone PARylation factor 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NWZ3	IRAK4_HUMAN	IRAK4	Interleukin-1 receptor-associated kinase 4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NX08	COMD8_HUMAN	COMMD8	COMM domain-containing protein 8	0.0	0.0	0.0	41467356.0	0.0	33080866.0	0.0	0.0	0.0	0.0	0.0	29457946.0	0.0	46690216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73676376.0	39405508.0	31193438.0	0.0	0.0	49614100.0	0.0	28763336.0	50039380.0
Q9NX24	NHP2_HUMAN	NHP2	H/ACA ribonucleoprotein complex subunit 2	0.0	0.0	0.0	18975552.0	0.0	0.0	0.0	0.0	0.0	0.0	22947562.0	0.0	0.0	18648472.0	0.0	0.0	27629446.0	29006586.0	0.0	25599422.0	27010058.0	0.0	42325376.0	35606764.0	21103400.0	0.0	22217102.0	31044696.0	0.0	35876488.0
Q9NX40	OCAD1_HUMAN	OCIAD1	OCIA domain-containing protein 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NX46	ADPRS_HUMAN	ADPRS	ADP-ribosylhydrolase ARH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NX55	HYPK_HUMAN	HYPK	Huntingtin-interacting protein K	38910680.0	0.0	0.0	64563012.0	0.0	0.0	0.0	54515296.0	0.0	0.0	0.0	39844408.0	0.0	0.0	42485148.0	0.0	51163276.0	0.0	49966376.0	42605068.0	0.0	48668628.0	0.0	0.0	0.0	0.0	62262468.0	0.0	0.0	0.0
Q9NX58	LYAR_HUMAN	LYAR	Cell growth-regulating nucleolar protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NX62	IMPA3_HUMAN	BPNT2	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17806118.0	27070088.0	0.0	0.0	0.0	0.0	0.0	0.0	22889600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18439248.0	19610284.0	0.0	23791620.0
Q9NX70	MED29_HUMAN	MED29	Mediator of RNA polymerase II transcription subunit 29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NXC5	MIOS_HUMAN	MIOS	GATOR2 complex protein MI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NXF1	TEX10_HUMAN	TEX10	Testis-expressed protein 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NXF7	DCA16_HUMAN	DCAF16	DDB1- and CUL4-associated factor 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NXG2	THUM1_HUMAN	THUMPD1	THUMP domain-containing protein 1	0.0	0.0	49839600.0	38166164.0	23318154.0	60367512.0	34758764.0	38921972.0	49695000.0	39172092.0	30473062.0	38771088.0	46554164.0	50109816.0	40799996.0	36428632.0	35447508.0	53058208.0	50518032.0	133168968.0	45707060.0	50687032.0	51222168.0	52398740.0	44794484.0	36645832.0	43608476.0	40621820.0	37328240.0	45939176.0
Q9NXG6	P4HTM_HUMAN	P4HTM	Transmembrane prolyl 4-hydroxylase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NXH9	TRM1_HUMAN	TRMT1	tRNA (guanine(26)-N(2))-dimethyltransferase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NXJ5	PGPI_HUMAN	PGPEP1	Pyroglutamyl-peptidase 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NXN4	GDAP2_HUMAN	GDAP2	Ganglioside-induced differentiation-associated protein 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NXR7	BABA2_HUMAN	BABAM2	BRISC and BRCA1-A complex member 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39068228.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28721854.0	0.0	0.0	0.0	0.0
Q9NXV2	KCTD5_HUMAN	KCTD5	BTB/POZ domain-containing protein KCTD5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NXV6	CARF_HUMAN	CDKN2AIP	CDKN2A-interacting protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NXW9	ALKB4_HUMAN	ALKBH4	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NXX6	NSE4A_HUMAN	NSMCE4A	Non-structural maintenance of chromosomes element 4 homolog A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NY12	GAR1_HUMAN	GAR1	H/ACA ribonucleoprotein complex subunit 1	148645312.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71079600.0	0.0	0.0	59885324.0	39774096.0	0.0	0.0	68827560.0	0.0	76934472.0	68514816.0	78304864.0	0.0	0.0	0.0	57890364.0
Q9NY27	PP4R2_HUMAN	PPP4R2	Serine/threonine-protein phosphatase 4 regulatory subunit 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12076085.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18756214.0	20368936.0	13748412.0	0.0	13907852.0	0.0	0.0	15886112.0	0.0
Q9NY33	DPP3_HUMAN	DPP3	Dipeptidyl peptidase 3	88826248.0	126984856.0	105325528.0	111826720.0	77871328.0	98093432.0	89745920.0	109345232.0	116969688.0	129410960.0	135965040.0	104200088.0	113135368.0	111647656.0	124940016.0	123288824.0	116835312.0	124486736.0	119974232.0	103923520.0	104148344.0	121103128.0	105323408.0	98159392.0	104065856.0	156345888.0	130584664.0	131278184.0	117670912.0	103898344.0
Q9NY93	DDX56_HUMAN	DDX56	Probable ATP-dependent RNA helicase DDX56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NYF8	BCLF1_HUMAN	BCLAF1	Bcl-2-associated transcription factor 1	82283592.0	76186584.0	69377800.0	71376856.0	75321152.0	74627136.0	58714492.0	70547384.0	69832720.0	64682220.0	73698048.0	90851576.0	80359464.0	59447772.0	66769292.0	76128992.0	68638880.0	69613144.0	71191152.0	73368344.0	57010376.0	70389032.0	69488448.0	81600224.0	57361200.0	65053028.0	58490020.0	71370752.0	55335480.0	52163904.0
Q9NYJ1	COA4_HUMAN	COA4	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NYK5	RM39_HUMAN	MRPL39	Large ribosomal subunit protein mL39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NYL2	M3K20_HUMAN	MAP3K20	Mitogen-activated protein kinase kinase kinase 20	0.0	8271565.5	28397440.0	38544776.0	18858018.0	34321352.0	0.0	39642312.0	0.0	0.0	0.0	0.0	33297424.0	0.0	0.0	0.0	32194780.0	0.0	40795276.0	0.0	8528256.0	49659128.0	41802764.0	0.0	53875568.0	48561764.0	37849948.0	46037800.0	50335524.0	35904044.0
Q9NYL9	TMOD3_HUMAN	TMOD3	Tropomodulin-3	112132424.0	0.0	95437456.0	91912288.0	71290832.0	80242040.0	85557832.0	75147864.0	67284592.0	108957544.0	91928600.0	90347696.0	87894992.0	103697016.0	155118032.0	102519104.0	93990136.0	87466320.0	79655808.0	120165040.0	62832440.0	81915808.0	75508176.0	137035648.0	81784816.0	90699160.0	62556684.0	84897792.0	101599896.0	96682464.0
Q9NYU1	UGGG2_HUMAN	UGGT2	UDP-glucose:glycoprotein glucosyltransferase 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19986108.0	13116428.0	24241132.0	0.0	24329288.0	0.0	0.0	19447312.0	13038477.0	0.0	14038337.0	17794994.0	19794668.0	0.0	16299170.0	14464885.0	20146122.0	12072489.0
Q9NYU2	UGGG1_HUMAN	UGGT1	UDP-glucose:glycoprotein glucosyltransferase 1	123541448.0	145398688.0	137093904.0	158352528.0	116197416.0	152448768.0	146040048.0	153846976.0	133214880.0	140597232.0	161262816.0	152631792.0	163441952.0	172919472.0	149096848.0	148966384.0	143483248.0	148730720.0	164522560.0	150738752.0	160941568.0	154341824.0	153365344.0	150030096.0	153286192.0	146494704.0	164817824.0	146617504.0	167852896.0	149393520.0
Q9NZ01	TECR_HUMAN	TECR	Very-long-chain enoyl-CoA reductase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NZ08	ERAP1_HUMAN	ERAP1	Endoplasmic reticulum aminopeptidase 1	30374246.0	89657072.0	53883108.0	55464408.0	26296002.0	39460880.0	42518532.0	37475340.0	36310028.0	23006478.0	57579652.0	53879132.0	38202020.0	57594700.0	64289108.0	49734748.0	36111868.0	50245876.0	49547200.0	66256580.0	54340352.0	57239416.0	44702488.0	57020920.0	48147024.0	53135204.0	55569228.0	57068152.0	47002052.0	53486920.0
Q9NZ09	UBAP1_HUMAN	UBAP1	Ubiquitin-associated protein 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NZ32	ARP10_HUMAN	ACTR10	Actin-related protein 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14646184.0	0.0	0.0	0.0	16708967.0	0.0	0.0	18364532.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12471675.0	0.0	0.0	0.0	0.0
Q9NZ52	GGA3_HUMAN	GGA3	ADP-ribosylation factor-binding protein GGA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NZ63	TLS1_HUMAN	C9orf78	Splicing factor C9orf78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NZB2	F120A_HUMAN	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	59282064.0	0.0	48886604.0	65406896.0	53572552.0	47954328.0	42573128.0	73923560.0	64091056.0	56638260.0	0.0	59305424.0	74272344.0	56914692.0	42373844.0	62325292.0	42344128.0	61311432.0	59191928.0	45885184.0	87433200.0	44024480.0	46923348.0	74523272.0	51952324.0	53221296.0	58963368.0	64878784.0	58475100.0	80739840.0
Q9NZC9	SMAL1_HUMAN	SMARCAL1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NZD2	GLTP_HUMAN	GLTP	Glycolipid transfer protein	0.0	0.0	0.0	0.0	695843.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23886800.0	8407395.0	0.0	0.0	0.0	6913122.0	0.0	0.0	16506032.0	0.0
Q9NZD8	SPG21_HUMAN	SPG21	Maspardin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NZI7	UBIP1_HUMAN	UBP1	Upstream-binding protein 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NZI8	IF2B1_HUMAN	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1	137776768.0	135790464.0	156270928.0	150039456.0	152201248.0	162309456.0	130407456.0	175335840.0	169279520.0	203085680.0	116983528.0	143966096.0	131736104.0	107780952.0	93346168.0	144591248.0	118689400.0	119060064.0	140779408.0	164846288.0	114124520.0	144215808.0	128977528.0	123267968.0	89320496.0	146409888.0	110654040.0	136458000.0	113182136.0	132807376.0
Q9NZJ4	SACS_HUMAN	SACS	Sacsin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21901378.0	0.0	0.0	0.0	0.0	0.0	15925237.0	35164044.0	0.0	0.0	0.0	26037242.0	0.0	0.0	0.0	15696880.0	15513191.0
Q9NZJ9	NUDT4_HUMAN	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27192700.0	0.0	0.0	0.0	0.0	21112458.0	0.0	0.0	0.0	28880044.0	0.0	0.0	0.0	0.0
Q9NZL4	HPBP1_HUMAN	HSPBP1	Hsp70-binding protein 1	38162908.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99548752.0	0.0	0.0	0.0	0.0	30116970.0	30125862.0	0.0	29051242.0	15540093.0	39671640.0	0.0	0.0	0.0	0.0	35980180.0	29809682.0	24631190.0	22855242.0	27165880.0	21239822.0
Q9NZL9	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta	50370052.0	0.0	41929168.0	46737204.0	29705652.0	50875264.0	25745156.0	31332040.0	37698308.0	32099584.0	47982380.0	39903472.0	0.0	25396754.0	50789236.0	36900240.0	71577864.0	44373752.0	29352738.0	83601536.0	55350032.0	85552976.0	46992548.0	41156752.0	39126156.0	61237628.0	51329800.0	41373928.0	38567524.0	47260356.0
Q9NZM1	MYOF_HUMAN	MYOF	Myoferlin	36641368.0	0.0	0.0	0.0	30322972.0	63325456.0	0.0	0.0	46290220.0	28758470.0	0.0	0.0	0.0	0.0	0.0	41553440.0	56171660.0	53203728.0	47582740.0	31612280.0	31920502.0	56079072.0	49412000.0	37212100.0	169855552.0	41437868.0	53382904.0	38426728.0	0.0	56240176.0
Q9NZM3	ITSN2_HUMAN	ITSN2	Intersectin-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NZM5	NOP53_HUMAN	NOP53	Ribosome biogenesis protein NOP53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NZN3	EHD3_HUMAN	EHD3	EH domain-containing protein 3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12271447.0	0.0	0.0	0.0	12300055.0	14572160.0	0.0	0.0	0.0	0.0	4312767.5	16889760.0	0.0	0.0	0.0	0.0
Q9NZN4	EHD2_HUMAN	EHD2	EH domain-containing protein 2	135056480.0	228468240.0	207857472.0	250185232.0	164436576.0	205096288.0	152646624.0	217005904.0	202168336.0	197574864.0	216455872.0	277518816.0	230971776.0	252749776.0	215036816.0	225877904.0	212723904.0	245341024.0	238068416.0	239582336.0	217491728.0	215444832.0	236025504.0	268988736.0	265189680.0	259960448.0	273388704.0	275930368.0	263964944.0	246023712.0
Q9NZN5	ARHGC_HUMAN	ARHGEF12	Rho guanine nucleotide exchange factor 12	0.0	0.0	0.0	17192808.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6668197.0	17584828.0	0.0	18718024.0	0.0	0.0	0.0	0.0	0.0	11315294.0	22681224.0	13408306.0	22243100.0	17624778.0
Q9NZN8	CNOT2_HUMAN	CNOT2	CCR4-NOT transcription complex subunit 2	35560688.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15712873.0	0.0	0.0	28860168.0	0.0	0.0	0.0	32483238.0	0.0	0.0	21932332.0	0.0	0.0	0.0	0.0	0.0	26735642.0	0.0	0.0	0.0
Q9NZR1	TMOD2_HUMAN	TMOD2	Tropomodulin-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NZT2	OGFR_HUMAN	OGFR	Opioid growth factor receptor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27411346.0	0.0	25525050.0	0.0	0.0	0.0	23308692.0	0.0	0.0	0.0	0.0	21893428.0	0.0	0.0	0.0
Q9NZU5	LMCD1_HUMAN	LMCD1	LIM and cysteine-rich domains protein 1	0.0	0.0	0.0	0.0	18094110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29561654.0	0.0	0.0	27825000.0	56856660.0	0.0	0.0	0.0	0.0	0.0	32545416.0	0.0	0.0	0.0	0.0
Q9NZW5	PALS2_HUMAN	PALS2	Protein PALS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NZZ3	CHMP5_HUMAN	CHMP5	Charged multivesicular body protein 5	97961336.0	80186672.0	63728540.0	0.0	59892588.0	72746648.0	75580928.0	0.0	0.0	104477240.0	0.0	51567816.0	0.0	0.0	82553576.0	0.0	66056852.0	49933920.0	55556764.0	66196024.0	55324228.0	76181992.0	36191232.0	36322368.0	0.0	70505864.0	60501996.0	67686816.0	0.0	0.0
Q9P000	COMD9_HUMAN	COMMD9	COMM domain-containing protein 9	0.0	0.0	0.0	15814753.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23927422.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17520578.0	0.0	0.0	0.0	0.0	0.0
Q9P013	CWC15_HUMAN	CWC15	Spliceosome-associated protein CWC15 homolog	0.0	0.0	69589424.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91035696.0	123293704.0	67001256.0	76830824.0	0.0	0.0	0.0	0.0	59794308.0	0.0	0.0	82348464.0	0.0	46147464.0	0.0	0.0	0.0	0.0
Q9P015	RM15_HUMAN	MRPL15	Large ribosomal subunit protein uL15m	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9P016	THYN1_HUMAN	THYN1	Thymocyte nuclear protein 1	0.0	0.0	0.0	36849308.0	0.0	0.0	0.0	0.0	0.0	0.0	50578184.0	36668288.0	0.0	0.0	0.0	0.0	0.0	0.0	26768992.0	45472996.0	38078200.0	36785816.0	39043840.0	0.0	42609772.0	0.0	46349220.0	35993260.0	0.0	45554048.0
Q9P0J7	KCMF1_HUMAN	KCMF1	E3 ubiquitin-protein ligase KCMF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52745712.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53112848.0	0.0	0.0	0.0
Q9P0K7	RAI14_HUMAN	RAI14	Ankycorbin	86017648.0	90290248.0	76936688.0	76075168.0	94647232.0	86760144.0	79413624.0	62394596.0	67452176.0	115559744.0	98915160.0	88428864.0	109057144.0	90358920.0	77242760.0	82705776.0	76287824.0	94440448.0	74455656.0	77789744.0	85376512.0	61490908.0	80889440.0	71817568.0	90068008.0	85564440.0	75107872.0	82561544.0	88982800.0	76816688.0
Q9P0L0	VAPA_HUMAN	VAPA	Vesicle-associated membrane protein-associated protein A	79198576.0	30240834.0	53076664.0	121359544.0	102446392.0	127777360.0	95104664.0	71212728.0	97664344.0	0.0	33274130.0	110230656.0	99447664.0	83914504.0	78562736.0	104806144.0	108019920.0	95559968.0	97993368.0	81253224.0	82274592.0	126305344.0	87815328.0	96637328.0	69938192.0	80110584.0	97978336.0	81437648.0	110822848.0	84536232.0
Q9P0M9	RM27_HUMAN	MRPL27	Large ribosomal subunit protein bL27m	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9P0P0	RN181_HUMAN	RNF181	E3 ubiquitin-protein ligase RNF181	0.0	0.0	0.0	0.0	0.0	0.0	94459560.0	0.0	48465184.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35909524.0	0.0	77283664.0	0.0	0.0	30115452.0	0.0	39980224.0	55286688.0	53641940.0	47007572.0	0.0	57895936.0
Q9P0P8	MRES1_HUMAN	MTRES1	Mitochondrial transcription rescue factor 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
