UniProt	Protein	Infected_8h_1	Infected_8h_2	Infected_8h_3	Infected_8h_4	Infected_8h_5	Mock_8h_1	Mock_8h_2	Mock_8h_3	Mock_8h_4	Mock_8h_5	Infected_16h_1	Infected_16h_2	Infected_16h_3	Infected_16h_4	Infected_16h_5	Mock_16h_1	Mock_16h_2	Mock_16h_3	Mock_16h_4	Mock_16h_5	Infected_24h_1	Infected_24h_2	Infected_24h_3	Infected_24h_4	Infected_24h_5	Mock_24h_1	Mock_24h_2	Mock_24h_3	Mock_24h_4	Mock_24h_5
Q9BTU6	P4K2A_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BTV4	TMM43_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BTV5	FSD1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BTW9	TBCD_HUMAN	0.0	32961930.0	35500364.0	30645808.0	0.0	34500656.0	0.0	33074712.0	31760198.0	0.0	29960090.0	23881318.0	36683556.0	26611588.0	0.0	36203248.0	25742596.0	35426528.0	31753866.0	42899828.0	31610160.0	32868344.0	0.0	0.0	27225250.0	38420312.0	29525312.0	30483520.0	37578676.0	27490562.0
Q9BTY2	FUCO2_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BTY7	HGH1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14499070.0	0.0	18752936.0	0.0	0.0	0.0	0.0	0.0	12843448.0	0.0	9042333.0	0.0	8470437.0	0.0	0.0	13402353.0	0.0
Q9BTZ2	DHRS4_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40552148.0	0.0	34785188.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BU02	THTPA_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BU89	DOHH_HUMAN	68827272.0	0.0	0.0	41438412.0	0.0	0.0	61350796.0	61421816.0	57262868.0	0.0	0.0	0.0	0.0	32480450.0	0.0	43049628.0	0.0	0.0	43728280.0	24435124.0	29835776.0	0.0	50878568.0	27136770.0	38741920.0	0.0	0.0	0.0	14552320.0	0.0
Q9BUA3	SPNDC_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BUD6	SPON2_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BUE0	MED18_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BUF5	TBB6_HUMAN	4014808320.0	4091767810.0	4358651400.0	4020957950.0	3840105470.0	3758476540.0	3194410750.0	3959104510.0	4134262270.0	3290615040.0	3965982210.0	4520826400.0	5047970800.0	4092110850.0	4462960100.0	5403977200.0	4690070000.0	5382490100.0	4960824300.0	5941352400.0	3896130300.0	4616878100.0	3265017340.0	4312366100.0	4758382100.0	4380362200.0	5171649000.0	4501018600.0	4512092700.0	5330194900.0
Q9BUH6	PAXX_HUMAN	0.0	0.0	0.0	18397150.0	0.0	0.0	0.0	0.0	0.0	15868529.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BUI4	RPC3_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BUJ2	HNRL1_HUMAN	117649976.0	97497464.0	130250504.0	140134016.0	87174376.0	119544120.0	98319952.0	115384472.0	95574616.0	103042168.0	133075952.0	139643952.0	149609264.0	120018992.0	122023840.0	140876224.0	123185888.0	112266696.0	108591032.0	120544144.0	97710344.0	82586784.0	123654376.0	109137584.0	88952776.0	93870896.0	99305544.0	114562448.0	126850680.0	124034632.0
Q9BUK6	MSTO1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BUL5	PHF23_HUMAN	0.0	21245814.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13095897.0	0.0	17387854.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15628616.0	0.0	0.0	0.0	0.0	0.0
Q9BUL8	PDC10_HUMAN	47660320.0	100604008.0	76925592.0	67729184.0	57369144.0	80824792.0	39388892.0	55650320.0	0.0	62328056.0	78451576.0	0.0	75802848.0	72553224.0	71008656.0	64750228.0	60914692.0	67602016.0	57828028.0	73698016.0	59258076.0	55331376.0	54599732.0	50418724.0	0.0	77468344.0	57171852.0	66592920.0	91631144.0	75052416.0
Q9BUN8	DERL1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BUP3	HTAI2_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BUQ8	DDX23_HUMAN	56182764.0	74948016.0	53615400.0	42337324.0	52404464.0	64489372.0	49864696.0	52508940.0	51909512.0	38980244.0	69113248.0	66226964.0	81351064.0	75151952.0	77218920.0	60072440.0	76315760.0	64612344.0	62361000.0	63234476.0	57017552.0	62138064.0	53452232.0	58919284.0	64311196.0	80109696.0	59310680.0	59354892.0	63401340.0	55765208.0
Q9BUT1	DHRS6_HUMAN	36835040.0	0.0	43760088.0	42561296.0	0.0	33687724.0	41781352.0	24008106.0	34605464.0	36547008.0	50781496.0	44773724.0	54779500.0	56719100.0	52230584.0	48273560.0	43771648.0	51075200.0	43156944.0	46572400.0	40194540.0	47744572.0	44058112.0	59916068.0	50366888.0	50175188.0	33039978.0	51563564.0	56583368.0	48754796.0
Q9BUU2	MET22_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BUW7	BBLN_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	46045124.0	40838840.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BV19	CA050_HUMAN	0.0	0.0	0.0	15945254.0	0.0	0.0	0.0	25618168.0	20608828.0	0.0	0.0	0.0	0.0	0.0	0.0	10999620.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19705512.0	0.0
Q9BV20	MTNA_HUMAN	0.0	35698932.0	26657762.0	20826082.0	29839550.0	39574972.0	25385918.0	37923752.0	30234684.0	19928154.0	30477382.0	40464412.0	22128228.0	34837476.0	34215252.0	25303762.0	31313482.0	30971536.0	23622782.0	33610200.0	16595799.0	21168120.0	30760976.0	0.0	38997124.0	37477280.0	28121862.0	27112518.0	39219752.0	31632982.0
Q9BV29	CCD32_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BV38	WDR18_HUMAN	23911408.0	24412592.0	32198818.0	25590174.0	0.0	23914124.0	23379380.0	0.0	32556924.0	0.0	33170576.0	23799482.0	33349104.0	34816440.0	24950398.0	27882620.0	0.0	24343218.0	25037628.0	25427412.0	27588844.0	25754834.0	22523450.0	27625638.0	0.0	23031196.0	0.0	28204104.0	29051298.0	20464442.0
Q9BV44	THUM3_HUMAN	24227024.0	27791490.0	0.0	25769282.0	0.0	0.0	0.0	0.0	0.0	17950904.0	0.0	0.0	0.0	28587558.0	33447496.0	0.0	0.0	0.0	0.0	32585032.0	29849390.0	26898346.0	0.0	26243902.0	0.0	27064162.0	30032922.0	31719068.0	0.0	28271514.0
Q9BV57	MTND_HUMAN	130007144.0	89278224.0	90814664.0	58061956.0	145764288.0	105599368.0	118923776.0	86073864.0	60934036.0	80742160.0	0.0	0.0	87337776.0	67431680.0	94271104.0	120611944.0	96135256.0	99793824.0	87988576.0	85697136.0	115597056.0	117535400.0	140181664.0	120890112.0	135256688.0	0.0	119588576.0	156804064.0	108347864.0	122283816.0
Q9BV68	RN126_HUMAN	26046690.0	0.0	0.0	0.0	38634172.0	0.0	30561132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38549580.0	0.0	43124884.0	53496792.0
Q9BV79	MECR_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BV86	NTM1A_HUMAN	57902336.0	57186716.0	57532560.0	69768504.0	60424368.0	53241968.0	21082214.0	56595620.0	74452048.0	50006428.0	49265632.0	0.0	87581760.0	42065812.0	50869436.0	50093736.0	61986864.0	61279428.0	70220640.0	51715520.0	42415388.0	49348888.0	58781300.0	54119880.0	84172264.0	59313228.0	45395068.0	64292220.0	69772240.0	62087368.0
Q9BVA0	KTNB1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BVC4	LST8_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BVC5	ASHWN_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BVC6	TM109_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BVG4	PBDC1_HUMAN	153576448.0	104493592.0	118691496.0	137407664.0	162276896.0	119744960.0	161869520.0	136872512.0	118597184.0	129211728.0	114868832.0	92296648.0	144316432.0	102160400.0	97071984.0	165228688.0	69184216.0	152301984.0	117566560.0	109761096.0	110231696.0	119796512.0	113683848.0	108002752.0	121914392.0	146634208.0	197386672.0	143312912.0	119369208.0	131720800.0
Q9BVI4	NOC4L_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17295536.0	8195915.5	0.0	0.0	0.0	28818828.0	0.0	0.0	0.0	0.0	0.0	12623810.0	0.0	12423353.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BVJ6	UT14A_HUMAN	50336996.0	27637456.0	0.0	42670292.0	35275564.0	34051028.0	35782896.0	40786312.0	55119816.0	35750548.0	0.0	0.0	39854912.0	0.0	0.0	23077966.0	28602116.0	31924144.0	0.0	0.0	57864988.0	41559492.0	31200142.0	22009740.0	45558204.0	35534680.0	40384584.0	33137282.0	0.0	29448456.0
Q9BVJ7	DUS23_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BVK6	TMED9_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86776776.0	0.0	0.0	0.0	0.0	150245488.0	0.0	85074928.0	0.0	50461860.0	0.0	89972200.0	0.0	0.0	146244864.0	101262256.0	0.0	0.0	0.0
Q9BVL2	NUP58_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20709464.0	0.0	0.0	20524708.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18153410.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BVL4	SELO_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BVM2	DPCD_HUMAN	0.0	6056386.5	0.0	23261334.0	0.0	0.0	0.0	0.0	18511730.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20877862.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19024006.0	0.0	16186561.0
Q9BVM4	GGACT_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BVP2	GNL3_HUMAN	62984132.0	72336256.0	48274396.0	72238128.0	60199008.0	55360752.0	47247344.0	54969948.0	59017964.0	60849584.0	62100268.0	62830636.0	80482600.0	66717796.0	51394984.0	81904584.0	89874008.0	83688520.0	48057620.0	78224304.0	42753136.0	71662752.0	60199964.0	60732236.0	63016152.0	77777592.0	58962856.0	63168932.0	68336784.0	60215692.0
Q9BVQ7	AFG2B_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BVS4	RIOK2_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BVW5	TIPIN_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BW27	NUP85_HUMAN	0.0	0.0	0.0	0.0	0.0	34570716.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40502956.0	0.0	0.0	0.0	0.0	0.0	48288848.0	0.0
Q9BW61	DDA1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BW62	KATL1_HUMAN	0.0	16371057.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10031280.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BW71	HIRP3_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BW83	IFT27_HUMAN	33652328.0	41586960.0	36413420.0	35996616.0	58539260.0	42927744.0	32079502.0	50694492.0	0.0	41196932.0	59783880.0	37181388.0	42070492.0	43905688.0	39264084.0	54747476.0	40804528.0	40126348.0	42054768.0	44416068.0	35796872.0	37689320.0	37137828.0	26539404.0	26468862.0	44595756.0	37320140.0	46620796.0	49631772.0	44539720.0
Q9BW85	YJU2_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BW91	NUDT9_HUMAN	0.0	50399528.0	52669132.0	45147680.0	60663412.0	54575716.0	0.0	59228456.0	61355772.0	73094344.0	49906840.0	0.0	49250700.0	53544840.0	0.0	76669416.0	41629920.0	72253680.0	0.0	62290328.0	0.0	0.0	0.0	63741224.0	41660224.0	36988584.0	60300620.0	73827664.0	62259904.0	61403516.0
Q9BWD1	THIC_HUMAN	62992788.0	69646864.0	74727144.0	76854792.0	61264148.0	84215560.0	70687656.0	77567616.0	82090776.0	77976800.0	59367304.0	68989216.0	79055696.0	69485184.0	89784792.0	83149720.0	82729768.0	69934392.0	75603648.0	86708312.0	67976248.0	85499952.0	71122392.0	89726864.0	80653144.0	107894720.0	84799624.0	81441664.0	99540624.0	93565736.0
Q9BWF3	RBM4_HUMAN	137627216.0	132677656.0	168896928.0	119759096.0	169128656.0	168749728.0	157490416.0	182307696.0	148027424.0	160801088.0	61325736.0	96755072.0	136956704.0	86685096.0	104743216.0	123463528.0	120110320.0	132900448.0	113244392.0	121727960.0	104643096.0	126364040.0	146459040.0	145681840.0	110227152.0	133274880.0	125217936.0	133389096.0	123962432.0	144415920.0
Q9BWH6	RPAP1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BWJ5	SF3B5_HUMAN	92396488.0	0.0	96038328.0	0.0	108210040.0	42543048.0	92059568.0	60690936.0	83024952.0	0.0	33116160.0	47181212.0	58729976.0	0.0	72316760.0	49355028.0	67808568.0	56909988.0	74588824.0	51474108.0	219002000.0	109248784.0	84858176.0	82728928.0	54898132.0	0.0	0.0	65345632.0	61692908.0	83508664.0
Q9BWQ6	YIPF2_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BWS9	CHID1_HUMAN	28374344.0	24210056.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25677852.0	0.0	0.0	24036882.0	0.0	27040856.0	28389954.0	26606522.0	0.0	20098798.0	0.0	0.0	0.0	21998132.0	0.0	0.0	0.0	0.0	24236126.0	0.0
Q9BWU0	NADAP_HUMAN	24421934.0	29624978.0	0.0	22363506.0	20704538.0	0.0	22355606.0	15740679.0	21264036.0	0.0	44213296.0	0.0	19363120.0	23213222.0	0.0	0.0	0.0	10512987.0	15703358.0	0.0	0.0	11815906.0	0.0	11891185.0	0.0	0.0	0.0	22014666.0	0.0	0.0
Q9BX40	LS14B_HUMAN	21638608.0	0.0	0.0	0.0	0.0	0.0	0.0	24505272.0	0.0	0.0	0.0	0.0	0.0	0.0	17241176.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17763600.0	35643884.0	26410430.0	0.0	0.0	0.0	0.0
Q9BX46	RBM24_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BX68	HINT2_HUMAN	0.0	42275732.0	0.0	0.0	48783176.0	0.0	48867652.0	54578428.0	0.0	45034392.0	48474392.0	37163128.0	0.0	73373592.0	0.0	0.0	0.0	0.0	0.0	0.0	101052368.0	0.0	120030800.0	131663088.0	0.0	0.0	0.0	69890144.0	77983648.0	57535276.0
Q9BX70	BTBD2_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BXB4	OSB11_HUMAN	0.0	16783334.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10633754.0	17767962.0	0.0	0.0
Q9BXF6	RFIP5_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BXI6	TB10A_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BXJ9	NAA15_HUMAN	144658448.0	174682432.0	167245120.0	133392112.0	138264976.0	162490480.0	130737208.0	155346752.0	120759432.0	105040256.0	143395104.0	85479744.0	132416280.0	122136504.0	155995360.0	124828192.0	173398416.0	150104048.0	143274256.0	152223568.0	117218920.0	134946816.0	126031120.0	137202880.0	136601424.0	106118536.0	135554336.0	115163392.0	137733584.0	126803712.0
Q9BXM0	PRAX_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BXP5	SRRT_HUMAN	75581288.0	100565432.0	100035024.0	84223440.0	103683304.0	94393856.0	95067184.0	98928352.0	89396256.0	88533048.0	103689608.0	94048288.0	98899040.0	101485872.0	103881176.0	97181840.0	80020376.0	101599440.0	73079904.0	99671368.0	99152272.0	87919912.0	105788976.0	89485920.0	105385024.0	71662496.0	74549592.0	88657160.0	103277344.0	88183032.0
Q9BXR0	TGT_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26835940.0	25250010.0	0.0	0.0	26353118.0	0.0	0.0	21097848.0	0.0	16562050.0	0.0	19756792.0	0.0	25946590.0	0.0	20946662.0	21217308.0	0.0
Q9BXS5	AP1M1_HUMAN	74963056.0	98113824.0	102041760.0	82934632.0	86632704.0	90114176.0	68577840.0	88023632.0	90834424.0	65987936.0	125000024.0	97521168.0	117983944.0	103174744.0	99112328.0	140472144.0	93152192.0	102113416.0	94717248.0	97020280.0	87966232.0	92038728.0	102053568.0	77253704.0	83723688.0	78265424.0	116737576.0	124454304.0	110632088.0	106571880.0
Q9BXS6	NUSAP_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BXV9	GON7_HUMAN	16051660.0	0.0	0.0	19641666.0	0.0	19903344.0	18880568.0	0.0	23151524.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14392903.0	3376660.5	19531974.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BXW6	OSBL1_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BXW7	HDHD5_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BXY0	MAK16_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21502242.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16271758.0	16681566.0
Q9BY32	ITPA_HUMAN	77995496.0	81759336.0	83355136.0	79455136.0	78424096.0	60174736.0	62197164.0	55195788.0	71974992.0	86118216.0	71796720.0	74328168.0	65124556.0	70311328.0	80317160.0	56741912.0	47292640.0	72444472.0	73804080.0	80787336.0	94952952.0	88318208.0	54950816.0	89770008.0	80221296.0	103628000.0	81925864.0	68560528.0	84953528.0	92185440.0
Q9BY41	HDAC8_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9BY42	RTF2_HUMAN	29048380.0	0.0	17992474.0	26569090.0	25466840.0	20089326.0	23664262.0	27763476.0	25136256.0	30004314.0	15711993.0	16751363.0	0.0	13423306.0	0.0	18604428.0	21238934.0	17428998.0	18037064.0	15997107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23332866.0	23270736.0	19623500.0
Q9BY43	CHM4A_HUMAN	80103432.0	56014184.0	104937104.0	69072304.0	74366024.0	73791144.0	91435584.0	51924884.0	86573520.0	92098184.0	0.0	0.0	0.0	0.0	50586148.0	0.0	0.0	10293512.0	27863614.0	0.0	72013224.0	83237632.0	88828960.0	76286448.0	78940976.0	0.0	0.0	54736092.0	50843436.0	0.0
